genre_principal,genre_id,id,titre,titre_original,annee,date_sortie,note,nombre_votes,popularite,langue_originale,synopsis,adulte
Téléfilm,10770,277217,Descendants,Descendants,2015,2015-07-31,7.15,2475,6.219,en,"De nos jours, dans le Royaume Enchanté, le bienveillant fils du Roi et de la Reine, la Belle et la Bête, s'installe sur le trône. Sa première proclamation est empreinte de compassion : il décide de libérer Cruella d'Enfer, Jafar, Maléfique et les autres méchants, prisonniers d'une île lointaine depuis bien trop longtemps...",False
Téléfilm,10770,209379,Le Retour de K2000,Knight Rider,2008,2008-02-17,6.295,65,5.673,en,"L'histoire de Mike Traceur, le fils caché de Michael Knight. Recruté par son amie d'enfance Sarah Graiman et son père, le physicien Charles Graiman, il rejoint la Fondation Knight, destinée à lutter contre le crime. Charles est l'inventeur de la nouvelle génération de KITT (acronyme de Knight Industries Two Thousand), une voiture dotée de l'intelligence artificielle. Un jour, un dangereux millionnaire approche Charles pour obtenir un modèle de son extraordinaire invention mais ce dernier refuse. Un homme de main est alors chargé de voler KITT et de tuer le père de Sarah…",False
Téléfilm,10770,68555,Death Note Relight 2: La Relève de L,デスノート：リライト2 Lを継ぐ者,2009,2009-10-07,7.4,175,5.2524,ja,"Yagami Light, étudiant japonais surdoué, use d'un carnet appelé Death Note afin d'appliquer sa vision de la justice sous le nom de Kira. Sous les yeux amusés de son Shinigami Ryûk, le jeune homme utilise sa petite amie Misa Amane, son Shinigami Rem ou tout autre personne qu'il juge utile tels de pions sur un jeu d'échec afin de se débarrasser de celui qui a jurer d'avoir sa peau : L, un détective mondialement connu.  Mais, bien qu'ayant triomphé de ce valeureux adversaire et à l'aube de devenir le dieux d'un monde qu'il s'apprête à créer, Yagami voit se dresser devant lui une nouvelle menace : Mello et Near se disputent en effet le droit à la succession de L…",False
Téléfilm,10770,433969,On a kidnappé mon mari,Abducted Love,2016,2016-10-01,4.6,6,5.9361,en,Une femme et sa fille aider la police dans l'enquête sur l'enlèvement du mari.,False
Téléfilm,10770,268513,Noite Sangrenta,Noite Sangrenta,2010,2010-10-23,7.0,1,5.7183,pt,,False
Téléfilm,10770,513427,King Lear,King Lear,2018,2018-05-28,6.064,102,5.7017,en,"Adaptation de la pièce de William Shakespeare avec Anthony Hopkins dans le rôle principal., l’adaptation se déroule dans un univers alternatif londonien fortement militarisé du XXIe siècle et illustre la tragédie qui suit le souverain roi Lear, qui annonce la fin de son règne et la division de son royaume entre ses trois filles. L'adaptation a rencontré des critiques positives et beaucoup ont distingué Hopkins pour sa performance.",False
Téléfilm,10770,30289,Menace sismique,MegaFault,2009,2009-10-10,5.259,83,5.5648,en,"Une jeune sismologue, épaulée d'un artificier et de l'armée, tente d'enrayer une catastrophe majeure, qui pourrait anéantir les États-Unis. Des explosions sur un chantier d'exploitation minière à ciel ouvert révèlent une gigantesque faille, qui menace de s'étendre à tout le territoire nord-américain. Une jeune sismologue, Amy Lane, spécialisée dans la prévention des tremblements de terre, est mise sur l'affaire. Épaulée d'un artificier et de l'armée, elle va tenter d'éviter la catastrophe annoncée...",False
Téléfilm,10770,55504,Figure Libre,Go Figure,2005,2005-06-10,6.014,139,6.2157,en,"Katelin ambitionne de devenir championne de patinage artistique. Quand, à force de travail, elle se voit proposer par la célèbre Natasha Goberman de rejoindre son académie, elle s'enthousiasme à l'idée de réaliser enfin son rêve. Pourtant, elle déchante vite dès qu'elle apprend qu'elle se doit, pour cela, intégrer aussi l'équipe féminine de hockey...",False
Téléfilm,10770,379170,Sherlock : L'Effroyable Mariée,Sherlock: The Abominable Bride,2016,2016-01-01,7.8,2319,5.3343,en,"En 1895, Sherlock Holmes et le Dr Watson sont connus de tout Londres par les récits des aventures du détective romancés et publiés par l'ancien médecin militaire. Une affaire irrésolue par le détective, où une femme aurait tué son mari après son suicide, resurgit quand une femme vient demander de l’aide à Sherlock : son mari a reçu une lettre contenant cinq pépins d'orange et sait depuis sa mort prochaine.",False
Téléfilm,10770,80517,Judas,Judas,2004,2004-03-08,6.0,5,5.6128,en,,False
Téléfilm,10770,435107,Un hiver de princesse,A Royal Winter,2017,2017-01-14,7.2,186,5.1143,en,"Maggie accepte de partir à la dernière minute avec sa meilleure amie au Capurna, une principauté européenne. Elle y fait la rencontre d'un charmant jeune homme et découvre qu'il n'est autre que le prince Adrian. Ses vacances vont alors se transformer en un véritable conte de fées...",False
Téléfilm,10770,1147400,"Miraculous World : Paris, Les Aventures de Toxinelle et Griffe Noire","Miraculous World : Paris, Les Aventures de Toxinelle et Griffe Noire",2023,2023-10-21,7.262,622,5.268,fr,Ladybug et Chat Noir découvrent qu’il existe un monde parallèle dans lequel les porteurs des Miraculous de la coccinelle et du chat noir sont les méchants et où celui qui porte le Miraculous du papillon est un héros.,False
Téléfilm,10770,115290,Les Naufragés du lagon bleu,Blue Lagoon: The Awakening,2012,2012-06-16,6.453,1485,5.3092,en,"Participant à un projet humanitaire, Emma et Dean, deux lycéens, se dirigent en bateau vers les Caraïbes. Tombée accidentellement dans l'eau, Emma est sauvée par le jeune homme mais ils se retrouvent tous les deux à bord d'un canot de sauvetage, perdus au beau milieu de l'océan. Une tempête éclate alors, entraînant ces derniers sur une île déserte. Loin de leurs proches et en terre inconnue, Emma et Dean apprennent à se connaître et tombent follement amoureux l'un de l'autre.",False
Téléfilm,10770,111485,Face ou Pile !,You Wish!,2003,2003-01-10,5.586,58,5.1765,en,"Alex, un adolescent mal dans sa peau, verrait d'un bon œil de redevenir le fils unique qu'il était avant la naissance de Stevie, son petit frère. Aussi, quand il tombe sur une pièce de monnaie aux pouvoirs magiques lui offrant l'opportunité de réaliser son rêve, et bien plus encore, il passe immédiatement à l'acte...",False
Téléfilm,10770,227213,Gila!,Gila!,2012,2012-09-15,4.7,14,5.1551,en,,False
Téléfilm,10770,35044,Full Body Massage,Full Body Massage,1999,1999-07-10,5.3,46,5.2062,en,,False
Téléfilm,10770,299438,Jenifer,Jenifer,2005,2005-11-18,5.9,119,5.3492,en,"L'officier de police Frank Spivey sauve une jeune femme défigurée sur le point d'être assassinée par un homme apparemment fou. Il la ramène chez lui car elle n'a nulle part où aller. Il devient vite évident que la jeune fille l'obsède. Malgré son visage disgracieux, elle a en effet un corps et des cheveux très sensuels. Vite, le policier et la jeune femme ont des relations sexuelles. La femme de Frank ainsi que son fils préfèrent quitter la maison familiale quand ils aperçoivent Jenifer en train de manger le chat de la maison. Malgré les remontrances de Frank, Jenifer continue à tuer en dévorant la fille des voisins....",False
Téléfilm,10770,31067,Point limite,Fail Safe,2000,2000-04-09,6.912,85,5.0689,en,"En pleine guerre froide, un avion non identifié approche les côtes américaines. Des bombardiers du Strategic Air Command ont alors pour consigne d'atteindre leur « point limite » aux abords de la Russie, et d'attendre un éventuel ordre de lancement de leurs armes nucléaires...  Suite à une défaillance technique, un groupe de bombardiers B-52 reçoit l'ordre de poursuivre au-delà du « point limite » et de larguer sa cargaison de bombes atomiques sur Moscou.  Commence alors une crise qui risque d'amener la fin du monde. Le président des États-Unis va tout tenter pour rappeler ou détruire le groupe de bombardiers que rien ne devrait plus détourner de sa mission.",False
Téléfilm,10770,1243341,Zombies 4 : L'aube des vampires,Z-O-M-B-I-E-S 4: Dawn of the Vampires,2025,2025-07-10,6.926,136,4.5893,en,"Le couple de Zombie et Cheerleader, Zed et Addison, part en road trip estival qui prend un tournant inattendu et les entraîne au cœur d’une rivalité entre monstres : les Demi-Vampires contre les Vampires. Les tensions s’accentuent tandis que Zed et Addison jouent les moniteurs d’un camp de vacances réunissant les deux factions surnaturelles. Avec l’aide de leurs amies Eliza et Willa, ils doivent convaincre deux ennemis jurés, Nova, une flamboyante Demi-Vampire, et Victor, un Vampire ténébreux,d’unir leurs peuples en guerre avant qu’une menace plus grande ne les mette tous en danger.",False
Téléfilm,10770,1083658,Scoop,Scoop,2024,2024-03-27,6.288,231,5.171,en,"Inspirée de faits réels, cette fiction raconte comment les collaboratrices de Newsnight ont réussi à approcher le prince Andrew pour une interview qui s'est avérée désastreuse.",False
Téléfilm,10770,69371,Citizen Jane,Citizen Jane,2009,2009-09-12,5.1,11,5.4136,en,"Jane Alexander a refait sa vie avec Tom O'Donnell, un financier qu'elle connaît depuis vingt ans et qui gère ses affaires. Elle a été élevée par sa tante, Gertrude Mac Cabe, une vieille dame autoritaire et fortunée qui vit à San Jose, à deux cents kilomètres de chez elle et qui refuse catégoriquement d'aller s'installer chez sa nièce. Gertrude est sauvagement assassinée et la vie de Jane bascule lorsqu'un brillant enquêteur affirme que l'assassin n'est autre que son compagnon.",False
Téléfilm,10770,983224,Romance au feu de camp,Campfire Christmas,2022,2022-07-16,6.0,18,5.3445,en,"À l'occasion d'une fête sur le thème de Noël organisée au camp d'été de ses parents, l'amour renaît entre une jeune femme et son petit ami du secondaire.",False
Téléfilm,10770,545742,One Piece - Episode de L'île céleste,ONE PIECE エピソードオブ空島,2019,2019-09-26,7.269,78,5.5024,ja,"L'histoire débute après les événements d'Alabasta. Après avoir rencontré d'étranges chercheurs de trésor, qui leur racontent la légende d'une cité perdue dans les nuages, Luffy et son équipage décident de s'y rendre et découvrent ainsi une civilisation unique.",False
Téléfilm,10770,373879,One Piece : L'Aventure de Nebulandia,ONE PIECE 〜アドベンチャー オブ ネブランディア〜,2015,2015-12-20,7.703,204,4.9511,ja,"Dans cet épisode, Luffy et son équipage retrouvent Foxy qui veut se venger au Nouveau Monde, ce qui entraînera les deux équipages dans un combat contre la Marine.",False
Téléfilm,10770,44136,Sahara,Sahara,1995,1995-04-25,6.4,70,4.8028,en,"Dans ce remake d'un film de 1943, des militaires américains dans le désert s'allient à une bande hétéroclite pour défendre leur point d'eau contre une brigade nazie.  Après la chute de Tobrouk en juin 1942, le Sergent de l’US Army Joe Gunn dirige son tank à travers le désert du Sahara pour échapper aux troupes de Rommel en progression et atteindre les lignes alliées. En chemin, il va embarquer quelques soldats alliés qu’il a rencontré, mais bientôt ils vont être à court d’eau. Il finissent par en trouver dans un ancien puit qui se trouve être l’objectif de tout une brigade allemande. Bien que n’ayant aucune chance d’y parvenir, le Sergent Gunn décide de défendre le point d’eau...",False
Téléfilm,10770,630913,Noël contre Noël,Double Holiday,2019,2019-12-21,7.063,40,4.6703,en,"Rebecca et Chris travaillent ensemble depuis plusieurs années mais n'ont jamais réussi à s'entendre. Alors qu'ils pourvoient le même poste, leur cheffe Jane leur demande d'organiser une fête pour la fin d'année. Ils acceptent mais, ayant deux visions différentes de Noël – l'une dans la tradition juive et l'autre dans des actions bénévoles, ils vont avoir du mal à se mettre d'accord…",False
Téléfilm,10770,702699,La reine du lycée veut ma peau,Killer Cheerleader,2020,2020-06-01,6.5,21,5.1092,en,"Darcy, une adolescente rebelle, est recueillie par sa tante après la mort de sa mère. Elle tente de s'intégrer dans son nouveau lycée, mais ses origines sociales la rattrapent alors qu'elle passe des essais pour faire partie du groupe de cheerleaders Les amazones. Elle se retrouve alors confrontée à Taylor, la capitaine de l'équipe, qui lui voue une haine farouche depuis que son petit ami tourne un peu trop autour d'elle.",False
Téléfilm,10770,1158706,Jeu mortel,Mystery Island,2023,2023-09-29,5.71,31,5.4157,en,"Le Dr Emilia Priestly, qui a besoin de vacances relaxantes, se rend sur l'île mystérieuse, un centre de villégiature immersif sur le thème du meurtre et du mystère. Alors que le jeu commence, une tragédie survient : le fondateur de la station, qui vit en reclus, est assassiné",False
